date_label,effective_from,effective_to,classification,card_name
March 2021,01/03/2021,01/07/2021,Limited,Armageddon Knight
March 2021,01/03/2021,01/07/2021,Limited,"Beatrice, Lady of the Eternal"
March 2021,01/03/2021,01/07/2021,Limited,Black Dragon Collapserpent
March 2021,01/03/2021,01/07/2021,Limited,Called by the Grave
March 2021,01/03/2021,01/07/2021,Limited,Card Destruction
March 2021,01/03/2021,01/07/2021,Limited,Card of Demise
March 2021,01/03/2021,01/07/2021,Limited,Chain Strike
March 2021,01/03/2021,01/07/2021,Limited,Cyber Angel Benten
March 2021,01/03/2021,01/07/2021,Limited,Cyber-Stein
March 2021,01/03/2021,01/07/2021,Limited,Daigusto Emeral
March 2021,01/03/2021,01/07/2021,Limited,Danger! Nessie!
March 2021,01/03/2021,01/07/2021,Limited,Danger!? Jackalope?
March 2021,01/03/2021,01/07/2021,Limited,Danger!? Tsuchinoko?
March 2021,01/03/2021,01/07/2021,Limited,Dark Grepher
March 2021,01/03/2021,01/07/2021,Limited,Dimensional Fissure
March 2021,01/03/2021,01/07/2021,Limited,"Dinomight Knight, the True Dracofighter"
March 2021,01/03/2021,01/07/2021,Limited,Dinowrestler Pankratops
March 2021,01/03/2021,01/07/2021,Limited,Divine Wind of Mist Valley
March 2021,01/03/2021,01/07/2021,Limited,Double Iris Magician
March 2021,01/03/2021,01/07/2021,Limited,Draco Face-Off
March 2021,01/03/2021,01/07/2021,Limited,Dragonic Diagram
March 2021,01/03/2021,01/07/2021,Limited,Emergency Teleport
March 2021,01/03/2021,01/07/2021,Limited,Exodia the Forbidden One
March 2021,01/03/2021,01/07/2021,Limited,Final Countdown
March 2021,01/03/2021,01/07/2021,Limited,Foolish Burial
March 2021,01/03/2021,01/07/2021,Limited,Gateway of the Six
March 2021,01/03/2021,01/07/2021,Limited,Gem-Knight Master Diamond
March 2021,01/03/2021,01/07/2021,Limited,Genex Ally Birdman
March 2021,01/03/2021,01/07/2021,Limited,Gold Sarcophagus
March 2021,01/03/2021,01/07/2021,Limited,Harpie's Feather Duster
March 2021,01/03/2021,01/07/2021,Limited,Imperial Order
March 2021,01/03/2021,01/07/2021,Limited,Infernity Archfiend
March 2021,01/03/2021,01/07/2021,Limited,Infernity Launcher
March 2021,01/03/2021,01/07/2021,Limited,Instant Fusion
March 2021,01/03/2021,01/07/2021,Limited,Into the Void
March 2021,01/03/2021,01/07/2021,Limited,Left Arm of the Forbidden One
March 2021,01/03/2021,01/07/2021,Limited,Left Leg of the Forbidden One
March 2021,01/03/2021,01/07/2021,Limited,Macro Cosmos
March 2021,01/03/2021,01/07/2021,Limited,Magical Explosion
March 2021,01/03/2021,01/07/2021,Limited,Magical Mid-Breaker Field
March 2021,01/03/2021,01/07/2021,Limited,Metaverse
March 2021,01/03/2021,01/07/2021,Limited,Mind Control
March 2021,01/03/2021,01/07/2021,Limited,Monster Reborn
March 2021,01/03/2021,01/07/2021,Limited,Morphing Jar
March 2021,01/03/2021,01/07/2021,Limited,Night Assailant
March 2021,01/03/2021,01/07/2021,Limited,One Day of Peace
March 2021,01/03/2021,01/07/2021,Limited,One for One
March 2021,01/03/2021,01/07/2021,Limited,PSY-Framelord Omega
March 2021,01/03/2021,01/07/2021,Limited,Phantom Skyblaster
March 2021,01/03/2021,01/07/2021,Limited,Raigeki
March 2021,01/03/2021,01/07/2021,Limited,Reasoning
March 2021,01/03/2021,01/07/2021,Limited,Red Reboot
March 2021,01/03/2021,01/07/2021,Limited,Red-Eyes Darkness Metal Dragon
March 2021,01/03/2021,01/07/2021,Limited,Reinforcement of the Army
March 2021,01/03/2021,01/07/2021,Limited,Right Arm of the Forbidden One
March 2021,01/03/2021,01/07/2021,Limited,Right Leg of the Forbidden One
March 2021,01/03/2021,01/07/2021,Limited,SPYRAL Quik-Fix
March 2021,01/03/2021,01/07/2021,Limited,SPYRAL Resort
March 2021,01/03/2021,01/07/2021,Limited,Salamangreat Circle
March 2021,01/03/2021,01/07/2021,Limited,Salamangreat Gazelle
March 2021,01/03/2021,01/07/2021,Limited,Scapegoat
March 2021,01/03/2021,01/07/2021,Limited,Sekka's Light
March 2021,01/03/2021,01/07/2021,Limited,Servant of Endymion
March 2021,01/03/2021,01/07/2021,Limited,Set Rotation
March 2021,01/03/2021,01/07/2021,Limited,Skill Drain
March 2021,01/03/2021,01/07/2021,Limited,Sky Striker Mecha - Hornet Drones
March 2021,01/03/2021,01/07/2021,Limited,Sky Striker Mecha Modules - Multirole
March 2021,01/03/2021,01/07/2021,Limited,Slash Draw
March 2021,01/03/2021,01/07/2021,Limited,Speedroid Terrortop
March 2021,01/03/2021,01/07/2021,Limited,Symbol of Heritage
March 2021,01/03/2021,01/07/2021,Limited,T.G. Hyper Librarian
March 2021,01/03/2021,01/07/2021,Limited,"Tempest, Dragon Ruler of Storms"
March 2021,01/03/2021,01/07/2021,Limited,Terraforming
March 2021,01/03/2021,01/07/2021,Limited,Trickstar Light Stage
March 2021,01/03/2021,01/07/2021,Limited,"Trishula, Dragon of the Ice Barrier"
March 2021,01/03/2021,01/07/2021,Limited,"True King Lithosagym, the Disaster"
March 2021,01/03/2021,01/07/2021,Limited,Upstart Goblin
March 2021,01/03/2021,01/07/2021,Limited,Wall of Revealing Light
March 2021,01/03/2021,01/07/2021,Limited,White Dragon Wyverburster
March 2021,01/03/2021,01/07/2021,Limited,Zoodiac Barrage
March 2021,01/03/2021,01/07/2021,Limited,Zoodiac Drident
March 2021,01/03/2021,01/07/2021,Limited,Zoodiac Ratpier
March 2021,01/03/2021,01/07/2021,Semi-Limited,Destiny HERO - Malicious
March 2021,01/03/2021,01/07/2021,Released,"Dewloren, Tiger King of the Ice Barrier"
March 2021,01/03/2021,01/07/2021,Released,Dragon Buster Destruction Sword
March 2021,01/03/2021,01/07/2021,Released,Firewall Dragon
March 2021,01/03/2021,01/07/2021,Released,"Ignister Prominence, the Blasting Dracoslayer"
March 2021,01/03/2021,01/07/2021,Released,Rank-Up-Magic Argent Chaos Force
March 2021,01/03/2021,01/07/2021,Released,The Phantom Knights of Rusty Bardiche
March 2021,01/03/2021,01/07/2021,Released,True King's Return
July 2021,01/07/2021,01/10/2021,Forbidden,Ancient Fairy Dragon
July 2021,01/07/2021,01/10/2021,Forbidden,Astrograph Sorcerer
July 2021,01/07/2021,01/10/2021,Forbidden,Blackwing - Gofu the Vague Shadow
July 2021,01/07/2021,01/10/2021,Forbidden,Blackwing - Steam the Cloak
July 2021,01/07/2021,01/10/2021,Forbidden,"Blaster, Dragon Ruler of Infernos"
July 2021,01/07/2021,01/10/2021,Forbidden,Block Dragon
July 2021,01/07/2021,01/10/2021,Forbidden,Brilliant Fusion
July 2021,01/07/2021,01/10/2021,Forbidden,Butterfly Dagger - Elma
July 2021,01/07/2021,01/10/2021,Forbidden,Card of Safe Return
July 2021,01/07/2021,01/10/2021,Forbidden,Change of Heart
July 2021,01/07/2021,01/10/2021,Forbidden,Chicken Game
July 2021,01/07/2021,01/10/2021,Forbidden,Cold Wave
July 2021,01/07/2021,01/10/2021,Forbidden,Confiscation
July 2021,01/07/2021,01/10/2021,Forbidden,Cyber Jar
July 2021,01/07/2021,01/10/2021,Forbidden,Dandylion
July 2021,01/07/2021,01/10/2021,Forbidden,Delinquent Duo
July 2021,01/07/2021,01/10/2021,Forbidden,"Denglong, First of the Yang Zing"
July 2021,01/07/2021,01/10/2021,Forbidden,Destrudo the Lost Dragon's Frisson
July 2021,01/07/2021,01/10/2021,Forbidden,Dimension Fusion
July 2021,01/07/2021,01/10/2021,Forbidden,Djinn Releaser of Rituals
July 2021,01/07/2021,01/10/2021,Forbidden,Eclipse Wyvern
July 2021,01/07/2021,01/10/2021,Forbidden,Elder Entity Norden
July 2021,01/07/2021,01/10/2021,Forbidden,Fairy Tail - Snow
July 2021,01/07/2021,01/10/2021,Forbidden,Fiber Jar
July 2021,01/07/2021,01/10/2021,Forbidden,Fishborg Blaster
July 2021,01/07/2021,01/10/2021,Forbidden,Giant Trunade
July 2021,01/07/2021,01/10/2021,Forbidden,Glow-Up Bulb
July 2021,01/07/2021,01/10/2021,Forbidden,Graceful Charity
July 2021,01/07/2021,01/10/2021,Forbidden,Grinder Golem
July 2021,01/07/2021,01/10/2021,Forbidden,Guardragon Agarpain
July 2021,01/07/2021,01/10/2021,Forbidden,Guardragon Elpy
July 2021,01/07/2021,01/10/2021,Forbidden,Heavy Storm
July 2021,01/07/2021,01/10/2021,Forbidden,Heavymetalfoes Electrumite
July 2021,01/07/2021,01/10/2021,Forbidden,Ib the World Chalice Justiciar
July 2021,01/07/2021,01/10/2021,Forbidden,Jet Synchron
July 2021,01/07/2021,01/10/2021,Forbidden,Kaiser Colosseum
July 2021,01/07/2021,01/10/2021,Forbidden,Knightmare Goblin
July 2021,01/07/2021,01/10/2021,Forbidden,Knightmare Mermaid
July 2021,01/07/2021,01/10/2021,Forbidden,Last Turn
July 2021,01/07/2021,01/10/2021,Forbidden,Last Will
July 2021,01/07/2021,01/10/2021,Forbidden,Lavalval Chain
July 2021,01/07/2021,01/10/2021,Forbidden,Level Eater
July 2021,01/07/2021,01/10/2021,Forbidden,Linkross
July 2021,01/07/2021,01/10/2021,Forbidden,Lunalight Tiger
July 2021,01/07/2021,01/10/2021,Forbidden,M-X-Saber Invoker
July 2021,01/07/2021,01/10/2021,Forbidden,Magical Scientist
July 2021,01/07/2021,01/10/2021,Forbidden,Majespecter Unicorn - Kirin
July 2021,01/07/2021,01/10/2021,Forbidden,Mass Driver
July 2021,01/07/2021,01/10/2021,Forbidden,"Master Peace, the True Dracoslaying King"
July 2021,01/07/2021,01/10/2021,Forbidden,"Maxx ""C"""
July 2021,01/07/2021,01/10/2021,Forbidden,Mecha Phantom Beast O-Lion
July 2021,01/07/2021,01/10/2021,Forbidden,Metamorphosis
July 2021,01/07/2021,01/10/2021,Forbidden,Mind Master
July 2021,01/07/2021,01/10/2021,Forbidden,Mirage of Nightmare
July 2021,01/07/2021,01/10/2021,Forbidden,Number 16: Shock Master
July 2021,01/07/2021,01/10/2021,Forbidden,Number 42: Galaxy Tomahawk
July 2021,01/07/2021,01/10/2021,Forbidden,Number 86: Heroic Champion - Rhongomyniad
July 2021,01/07/2021,01/10/2021,Forbidden,Number 95: Galaxy-Eyes Dark Matter Dragon
July 2021,01/07/2021,01/10/2021,Forbidden,Number S0: Utopic ZEXAL
July 2021,01/07/2021,01/10/2021,Forbidden,Orcust Harp Horror
July 2021,01/07/2021,01/10/2021,Forbidden,Outer Entity Azathot
July 2021,01/07/2021,01/10/2021,Forbidden,Painful Choice
July 2021,01/07/2021,01/10/2021,Forbidden,Performage Plushfire
July 2021,01/07/2021,01/10/2021,Forbidden,Performapal Monkeyboard
July 2021,01/07/2021,01/10/2021,Forbidden,Phoenixian Cluster Amaryllis
July 2021,01/07/2021,01/10/2021,Forbidden,Pot of Greed
July 2021,01/07/2021,01/10/2021,Forbidden,Premature Burial
July 2021,01/07/2021,01/10/2021,Forbidden,"Redox, Dragon Ruler of Boulders"
July 2021,01/07/2021,01/10/2021,Forbidden,Return from the Different Dimension
July 2021,01/07/2021,01/10/2021,Forbidden,Royal Oppression
July 2021,01/07/2021,01/10/2021,Forbidden,SPYRAL Master Plan
July 2021,01/07/2021,01/10/2021,Forbidden,Samsara Lotus
July 2021,01/07/2021,01/10/2021,Forbidden,Self-Destruct Button
July 2021,01/07/2021,01/10/2021,Forbidden,Sixth Sense
July 2021,01/07/2021,01/10/2021,Forbidden,Smoke Grenade of the Thief
July 2021,01/07/2021,01/10/2021,Forbidden,Snatch Steal
July 2021,01/07/2021,01/10/2021,Forbidden,Soul Charge
July 2021,01/07/2021,01/10/2021,Forbidden,Spellbook of Judgment
July 2021,01/07/2021,01/10/2021,Forbidden,Substitoad
July 2021,01/07/2021,01/10/2021,Forbidden,Summon Sorceress
July 2021,01/07/2021,01/10/2021,Forbidden,Supreme King Dragon Starving Venom
July 2021,01/07/2021,01/10/2021,Forbidden,Tellarknight Ptolemaeus
July 2021,01/07/2021,01/10/2021,Forbidden,Tempest Magician
July 2021,01/07/2021,01/10/2021,Forbidden,That Grass Looks Greener
July 2021,01/07/2021,01/10/2021,Forbidden,The Forceful Sentry
July 2021,01/07/2021,01/10/2021,Forbidden,The Tyrant Neptune
July 2021,01/07/2021,01/10/2021,Forbidden,Thunder Dragon Colossus
July 2021,01/07/2021,01/10/2021,Forbidden,"Tidal, Dragon Ruler of Waterfalls"
July 2021,01/07/2021,01/10/2021,Forbidden,Time Seal
July 2021,01/07/2021,01/10/2021,Forbidden,Topologic Gumblar Dragon
July 2021,01/07/2021,01/10/2021,Forbidden,Trap Dustshoot
July 2021,01/07/2021,01/10/2021,Forbidden,True King of All Calamities
July 2021,01/07/2021,01/10/2021,Forbidden,Ultimate Offering
July 2021,01/07/2021,01/10/2021,Forbidden,Union Carrier
July 2021,01/07/2021,01/10/2021,Forbidden,Vanity's Emptiness
July 2021,01/07/2021,01/10/2021,Forbidden,Victory Dragon
July 2021,01/07/2021,01/10/2021,Forbidden,Wind-Up Carrier Zenmaity
July 2021,01/07/2021,01/10/2021,Forbidden,Yata-Garasu
July 2021,01/07/2021,01/10/2021,Forbidden,Zoodiac Broadbull
July 2021,01/07/2021,01/10/2021,Forbidden,Zoodiac Drident
July 2021,01/07/2021,01/10/2021,Limited,A Hero Lives
July 2021,01/07/2021,01/10/2021,Limited,Armageddon Knight
July 2021,01/07/2021,01/10/2021,Limited,"Beatrice, Lady of the Eternal"
July 2021,01/07/2021,01/10/2021,Limited,Black Dragon Collapserpent
July 2021,01/07/2021,01/10/2021,Limited,Called by the Grave
July 2021,01/07/2021,01/10/2021,Limited,Card Destruction
July 2021,01/07/2021,01/10/2021,Limited,Card of Demise
July 2021,01/07/2021,01/10/2021,Limited,Chain Strike
July 2021,01/07/2021,01/10/2021,Limited,Cyber Angel Benten
July 2021,01/07/2021,01/10/2021,Limited,Cyber-Stein
July 2021,01/07/2021,01/10/2021,Limited,Daigusto Emeral
July 2021,01/07/2021,01/10/2021,Limited,Danger! Nessie!
July 2021,01/07/2021,01/10/2021,Limited,Danger!? Jackalope?
July 2021,01/07/2021,01/10/2021,Limited,Danger!? Tsuchinoko?
July 2021,01/07/2021,01/10/2021,Limited,Dark Grepher
July 2021,01/07/2021,01/10/2021,Limited,Dimensional Fissure
July 2021,01/07/2021,01/10/2021,Limited,"Dinomight Knight, the True Dracofighter"
July 2021,01/07/2021,01/10/2021,Limited,Dinowrestler Pankratops
July 2021,01/07/2021,01/10/2021,Limited,Divine Wind of Mist Valley
July 2021,01/07/2021,01/10/2021,Limited,Draco Face-Off
July 2021,01/07/2021,01/10/2021,Limited,Dragonic Diagram
July 2021,01/07/2021,01/10/2021,Limited,Emergency Teleport
July 2021,01/07/2021,01/10/2021,Limited,Exodia the Forbidden One
July 2021,01/07/2021,01/10/2021,Limited,Final Countdown
July 2021,01/07/2021,01/10/2021,Limited,Foolish Burial
July 2021,01/07/2021,01/10/2021,Limited,Gateway of the Six
July 2021,01/07/2021,01/10/2021,Limited,Gem-Knight Master Diamond
July 2021,01/07/2021,01/10/2021,Limited,Genex Ally Birdman
July 2021,01/07/2021,01/10/2021,Limited,Gold Sarcophagus
July 2021,01/07/2021,01/10/2021,Limited,Harpie's Feather Duster
July 2021,01/07/2021,01/10/2021,Limited,Imperial Order
July 2021,01/07/2021,01/10/2021,Limited,Infernity Archfiend
July 2021,01/07/2021,01/10/2021,Limited,Infernity Launcher
July 2021,01/07/2021,01/10/2021,Limited,Instant Fusion
July 2021,01/07/2021,01/10/2021,Limited,Into the Void
July 2021,01/07/2021,01/10/2021,Limited,Left Arm of the Forbidden One
July 2021,01/07/2021,01/10/2021,Limited,Left Leg of the Forbidden One
July 2021,01/07/2021,01/10/2021,Limited,Macro Cosmos
July 2021,01/07/2021,01/10/2021,Limited,Magical Explosion
July 2021,01/07/2021,01/10/2021,Limited,Magical Mid-Breaker Field
July 2021,01/07/2021,01/10/2021,Limited,Metaverse
July 2021,01/07/2021,01/10/2021,Limited,Mind Control
July 2021,01/07/2021,01/10/2021,Limited,Miscellaneousaurus
July 2021,01/07/2021,01/10/2021,Limited,Monster Reborn
July 2021,01/07/2021,01/10/2021,Limited,Morphing Jar
July 2021,01/07/2021,01/10/2021,Limited,Night Assailant
July 2021,01/07/2021,01/10/2021,Limited,One Day of Peace
July 2021,01/07/2021,01/10/2021,Limited,One for One
July 2021,01/07/2021,01/10/2021,Limited,PSY-Framelord Omega
July 2021,01/07/2021,01/10/2021,Limited,Performapal Skullcrobat Joker
July 2021,01/07/2021,01/10/2021,Limited,Phantom Skyblaster
July 2021,01/07/2021,01/10/2021,Limited,Raigeki
July 2021,01/07/2021,01/10/2021,Limited,Reasoning
July 2021,01/07/2021,01/10/2021,Limited,Red Reboot
July 2021,01/07/2021,01/10/2021,Limited,Red-Eyes Darkness Metal Dragon
July 2021,01/07/2021,01/10/2021,Limited,Reinforcement of the Army
July 2021,01/07/2021,01/10/2021,Limited,Right Arm of the Forbidden One
July 2021,01/07/2021,01/10/2021,Limited,Right Leg of the Forbidden One
July 2021,01/07/2021,01/10/2021,Limited,SPYRAL Quik-Fix
July 2021,01/07/2021,01/10/2021,Limited,SPYRAL Resort
July 2021,01/07/2021,01/10/2021,Limited,Salamangreat Circle
July 2021,01/07/2021,01/10/2021,Limited,Salamangreat Gazelle
July 2021,01/07/2021,01/10/2021,Limited,Salamangreat Miragestallio
July 2021,01/07/2021,01/10/2021,Limited,Scapegoat
July 2021,01/07/2021,01/10/2021,Limited,Sekka's Light
July 2021,01/07/2021,01/10/2021,Limited,Servant of Endymion
July 2021,01/07/2021,01/10/2021,Limited,Set Rotation
July 2021,01/07/2021,01/10/2021,Limited,Skill Drain
July 2021,01/07/2021,01/10/2021,Limited,Sky Striker Mecha - Hornet Drones
July 2021,01/07/2021,01/10/2021,Limited,Sky Striker Mecha Modules - Multirole
July 2021,01/07/2021,01/10/2021,Limited,Sky Striker Mobilize - Engage!
July 2021,01/07/2021,01/10/2021,Limited,Slash Draw
July 2021,01/07/2021,01/10/2021,Limited,Speedroid Terrortop
July 2021,01/07/2021,01/10/2021,Limited,Striker Dragon
July 2021,01/07/2021,01/10/2021,Limited,T.G. Hyper Librarian
July 2021,01/07/2021,01/10/2021,Limited,"Tempest, Dragon Ruler of Storms"
July 2021,01/07/2021,01/10/2021,Limited,Terraforming
July 2021,01/07/2021,01/10/2021,Limited,Trickstar Light Stage
July 2021,01/07/2021,01/10/2021,Limited,"Trishula, Dragon of the Ice Barrier"
July 2021,01/07/2021,01/10/2021,Limited,"True King Lithosagym, the Disaster"
July 2021,01/07/2021,01/10/2021,Limited,Upstart Goblin
July 2021,01/07/2021,01/10/2021,Limited,Wall of Revealing Light
July 2021,01/07/2021,01/10/2021,Limited,White Dragon Wyverburster
July 2021,01/07/2021,01/10/2021,Limited,Zoodiac Barrage
July 2021,01/07/2021,01/10/2021,Limited,Zoodiac Ratpier
July 2021,01/07/2021,01/10/2021,Semi-Limited,Destiny HERO - Malicious
July 2021,01/07/2021,01/10/2021,Semi-Limited,Double Iris Magician
July 2021,01/07/2021,01/10/2021,Released,Symbol of Heritage
October 2021,01/10/2021,17/01/2022,Forbidden,Ancient Fairy Dragon
October 2021,01/10/2021,17/01/2022,Forbidden,Astrograph Sorcerer
October 2021,01/10/2021,17/01/2022,Forbidden,Blackwing - Gofu the Vague Shadow
October 2021,01/10/2021,17/01/2022,Forbidden,Blackwing - Steam the Cloak
October 2021,01/10/2021,17/01/2022,Forbidden,"Blaster, Dragon Ruler of Infernos"
October 2021,01/10/2021,17/01/2022,Forbidden,Block Dragon
October 2021,01/10/2021,17/01/2022,Forbidden,Brilliant Fusion
October 2021,01/10/2021,17/01/2022,Forbidden,Butterfly Dagger - Elma
October 2021,01/10/2021,17/01/2022,Forbidden,Card of Safe Return
October 2021,01/10/2021,17/01/2022,Forbidden,Change of Heart
October 2021,01/10/2021,17/01/2022,Forbidden,Chicken Game
October 2021,01/10/2021,17/01/2022,Forbidden,Cold Wave
October 2021,01/10/2021,17/01/2022,Forbidden,Confiscation
October 2021,01/10/2021,17/01/2022,Forbidden,Cyber Jar
October 2021,01/10/2021,17/01/2022,Forbidden,Dandylion
October 2021,01/10/2021,17/01/2022,Forbidden,Delinquent Duo
October 2021,01/10/2021,17/01/2022,Forbidden,"Denglong, First of the Yang Zing"
October 2021,01/10/2021,17/01/2022,Forbidden,Destrudo the Lost Dragon's Frisson
October 2021,01/10/2021,17/01/2022,Forbidden,Dimension Fusion
October 2021,01/10/2021,17/01/2022,Forbidden,Djinn Releaser of Rituals
October 2021,01/10/2021,17/01/2022,Forbidden,Eclipse Wyvern
October 2021,01/10/2021,17/01/2022,Forbidden,Elder Entity Norden
October 2021,01/10/2021,17/01/2022,Forbidden,Fairy Tail - Snow
October 2021,01/10/2021,17/01/2022,Forbidden,Fiber Jar
October 2021,01/10/2021,17/01/2022,Forbidden,Fishborg Blaster
October 2021,01/10/2021,17/01/2022,Forbidden,Giant Trunade
October 2021,01/10/2021,17/01/2022,Forbidden,Glow-Up Bulb
October 2021,01/10/2021,17/01/2022,Forbidden,Graceful Charity
October 2021,01/10/2021,17/01/2022,Forbidden,Grinder Golem
October 2021,01/10/2021,17/01/2022,Forbidden,Guardragon Agarpain
October 2021,01/10/2021,17/01/2022,Forbidden,Guardragon Elpy
October 2021,01/10/2021,17/01/2022,Forbidden,Heavy Storm
October 2021,01/10/2021,17/01/2022,Forbidden,Heavymetalfoes Electrumite
October 2021,01/10/2021,17/01/2022,Forbidden,Ib the World Chalice Justiciar
October 2021,01/10/2021,17/01/2022,Forbidden,Jet Synchron
October 2021,01/10/2021,17/01/2022,Forbidden,Kaiser Colosseum
October 2021,01/10/2021,17/01/2022,Forbidden,Knightmare Goblin
October 2021,01/10/2021,17/01/2022,Forbidden,Knightmare Mermaid
October 2021,01/10/2021,17/01/2022,Forbidden,Last Turn
October 2021,01/10/2021,17/01/2022,Forbidden,Last Will
October 2021,01/10/2021,17/01/2022,Forbidden,Lavalval Chain
October 2021,01/10/2021,17/01/2022,Forbidden,Level Eater
October 2021,01/10/2021,17/01/2022,Forbidden,Linkross
October 2021,01/10/2021,17/01/2022,Forbidden,Lunalight Tiger
October 2021,01/10/2021,17/01/2022,Forbidden,M-X-Saber Invoker
October 2021,01/10/2021,17/01/2022,Forbidden,Magical Scientist
October 2021,01/10/2021,17/01/2022,Forbidden,Majespecter Unicorn - Kirin
October 2021,01/10/2021,17/01/2022,Forbidden,Mass Driver
October 2021,01/10/2021,17/01/2022,Forbidden,"Master Peace, the True Dracoslaying King"
October 2021,01/10/2021,17/01/2022,Forbidden,"Maxx ""C"""
October 2021,01/10/2021,17/01/2022,Forbidden,Mecha Phantom Beast O-Lion
October 2021,01/10/2021,17/01/2022,Forbidden,Metamorphosis
October 2021,01/10/2021,17/01/2022,Forbidden,Mind Master
October 2021,01/10/2021,17/01/2022,Forbidden,Mirage of Nightmare
October 2021,01/10/2021,17/01/2022,Forbidden,Number 16: Shock Master
October 2021,01/10/2021,17/01/2022,Forbidden,Number 42: Galaxy Tomahawk
October 2021,01/10/2021,17/01/2022,Forbidden,Number 86: Heroic Champion - Rhongomyniad
October 2021,01/10/2021,17/01/2022,Forbidden,Number 95: Galaxy-Eyes Dark Matter Dragon
October 2021,01/10/2021,17/01/2022,Forbidden,Number S0: Utopic ZEXAL
October 2021,01/10/2021,17/01/2022,Forbidden,Orcust Harp Horror
October 2021,01/10/2021,17/01/2022,Forbidden,Outer Entity Azathot
October 2021,01/10/2021,17/01/2022,Forbidden,Painful Choice
October 2021,01/10/2021,17/01/2022,Forbidden,Performage Plushfire
October 2021,01/10/2021,17/01/2022,Forbidden,Performapal Monkeyboard
October 2021,01/10/2021,17/01/2022,Forbidden,Phoenixian Cluster Amaryllis
October 2021,01/10/2021,17/01/2022,Forbidden,Pot of Greed
October 2021,01/10/2021,17/01/2022,Forbidden,Premature Burial
October 2021,01/10/2021,17/01/2022,Forbidden,"Redox, Dragon Ruler of Boulders"
October 2021,01/10/2021,17/01/2022,Forbidden,Return from the Different Dimension
October 2021,01/10/2021,17/01/2022,Forbidden,Royal Oppression
October 2021,01/10/2021,17/01/2022,Forbidden,Samsara Lotus
October 2021,01/10/2021,17/01/2022,Forbidden,Self-Destruct Button
October 2021,01/10/2021,17/01/2022,Forbidden,Sixth Sense
October 2021,01/10/2021,17/01/2022,Forbidden,Smoke Grenade of the Thief
October 2021,01/10/2021,17/01/2022,Forbidden,Snatch Steal
October 2021,01/10/2021,17/01/2022,Forbidden,Soul Charge
October 2021,01/10/2021,17/01/2022,Forbidden,Spellbook of Judgment
October 2021,01/10/2021,17/01/2022,Forbidden,SPYRAL Master Plan
October 2021,01/10/2021,17/01/2022,Forbidden,Substitoad
October 2021,01/10/2021,17/01/2022,Forbidden,Summon Sorceress
October 2021,01/10/2021,17/01/2022,Forbidden,Supreme King Dragon Starving Venom
October 2021,01/10/2021,17/01/2022,Forbidden,Tellarknight Ptolemaeus
October 2021,01/10/2021,17/01/2022,Forbidden,Tempest Magician
October 2021,01/10/2021,17/01/2022,Forbidden,That Grass Looks Greener
October 2021,01/10/2021,17/01/2022,Forbidden,The Forceful Sentry
October 2021,01/10/2021,17/01/2022,Forbidden,The Tyrant Neptune
October 2021,01/10/2021,17/01/2022,Forbidden,Thunder Dragon Colossus
October 2021,01/10/2021,17/01/2022,Forbidden,"Tidal, Dragon Ruler of Waterfalls"
October 2021,01/10/2021,17/01/2022,Forbidden,Time Seal
October 2021,01/10/2021,17/01/2022,Forbidden,Topologic Gumblar Dragon
October 2021,01/10/2021,17/01/2022,Forbidden,Trap Dustshoot
October 2021,01/10/2021,17/01/2022,Forbidden,True King of All Calamities
October 2021,01/10/2021,17/01/2022,Forbidden,Ultimate Offering
October 2021,01/10/2021,17/01/2022,Forbidden,Union Carrier
October 2021,01/10/2021,17/01/2022,Forbidden,Vanity's Emptiness
October 2021,01/10/2021,17/01/2022,Forbidden,Victory Dragon
October 2021,01/10/2021,17/01/2022,Forbidden,Wind-Up Carrier Zenmaity
October 2021,01/10/2021,17/01/2022,Forbidden,Yata-Garasu
October 2021,01/10/2021,17/01/2022,Forbidden,Zoodiac Barrage
October 2021,01/10/2021,17/01/2022,Forbidden,Zoodiac Broadbull
October 2021,01/10/2021,17/01/2022,Forbidden,Zoodiac Drident
October 2021,01/10/2021,17/01/2022,Limited,A Hero Lives
October 2021,01/10/2021,17/01/2022,Limited,Armageddon Knight
October 2021,01/10/2021,17/01/2022,Limited,"Beatrice, Lady of the Eternal"
October 2021,01/10/2021,17/01/2022,Limited,Black Dragon Collapserpent
October 2021,01/10/2021,17/01/2022,Limited,Called by the Grave
October 2021,01/10/2021,17/01/2022,Limited,Card Destruction
October 2021,01/10/2021,17/01/2022,Limited,Card of Demise
October 2021,01/10/2021,17/01/2022,Limited,Chain Strike
October 2021,01/10/2021,17/01/2022,Limited,Cyber Angel Benten
October 2021,01/10/2021,17/01/2022,Limited,Cyber-Stein
October 2021,01/10/2021,17/01/2022,Limited,Daigusto Emeral
October 2021,01/10/2021,17/01/2022,Limited,Danger!? Jackalope?
October 2021,01/10/2021,17/01/2022,Limited,Danger!? Tsuchinoko?
October 2021,01/10/2021,17/01/2022,Limited,Dark Grepher
October 2021,01/10/2021,17/01/2022,Limited,Dimensional Fissure
October 2021,01/10/2021,17/01/2022,Limited,"Dinomight Knight, the True Dracofighter"
October 2021,01/10/2021,17/01/2022,Limited,Dinowrestler Pankratops
October 2021,01/10/2021,17/01/2022,Limited,Divine Wind of Mist Valley
October 2021,01/10/2021,17/01/2022,Limited,Draco Face-Off
October 2021,01/10/2021,17/01/2022,Limited,Dragonic Diagram
