format,date,card_name,status,card_id,pretty_url,type
TCG,2018-09-17,"Trishula, Dragon of the Ice Barrier",Limited,52687916,trishula-dragon-of-the-ice-barrier-4488,
TCG,2018-09-17,True King's Return,Limited,35125879,true-king-s-return-8343,
TCG,2018-09-17,Upstart Goblin,Limited,70368879,upstart-goblin-5921,
TCG,2018-09-17,Wall of Revealing Light,Limited,17078030,wall-of-revealing-light-1474,
TCG,2018-09-17,Zoodiac Ratpier,Limited,78872731,zoodiac-ratpier-6629,
TCG,2018-09-17,Called by the Grave,Semi-Limited,24224830,called-by-the-grave-9244,
TCG,2018-09-17,Kozmo Dark Destroyer,Semi-Limited,55885348,kozmo-dark-destroyer-4759,
TCG,2018-09-17,Limiter Removal,Semi-Limited,23171610,limiter-removal-1993,
TCG,2018-09-17,"Luster Pendulum, the Dracoslayer",Semi-Limited,92746535,luster-pendulum-the-dracoslayer-7722,
TCG,2018-09-17,Necroface,Semi-Limited,28297833,necroface-2407,
TCG,2018-09-17,Scapegoat,Semi-Limited,73915051,scapegoat-6212,
TCG,2018-09-17,T.G. Hyper Librarian,Semi-Limited,90953320,t-g-hyper-librarian-7597,
TCG,2018-09-17,Terraforming,Semi-Limited,73628505,terraforming-6182,
TCG,2018-09-17,Wind-Up Magician,Semi-Limited,59297550,wind-up-magician-5040,
TCG,2018-12-03,Ancient Fairy Dragon,Forbidden,25862681,ancient-fairy-dragon-2229,
TCG,2018-12-03,Astrograph Sorcerer,Forbidden,76794549,astrograph-sorcerer-8316,
TCG,2018-12-03,Blackwing - Gofu the Vague Shadow,Forbidden,9929398,blackwing-gofu-the-vague-shadow-840,
TCG,2018-12-03,"Blaster, Dragon Ruler of Infernos",Forbidden,53804307,blaster-dragon-ruler-of-infernos-4582,
TCG,2018-12-03,Butterfly Dagger - Elma,Forbidden,69243953,butterfly-dagger-elma-5823,
TCG,2018-12-03,Card of Safe Return,Forbidden,57953380,card-of-safe-return-4932,
TCG,2018-12-03,Change of Heart,Forbidden,4031928,change-of-heart-359,
TCG,2018-12-03,Chaos Emperor Dragon - Envoy of the End,Forbidden,82301904,chaos-emperor-dragon-envoy-of-the-end-6915,
TCG,2018-12-03,Chicken Game,Forbidden,67616300,chicken-game-5681,
TCG,2018-12-03,Cold Wave,Forbidden,60682203,cold-wave-5150,
TCG,2018-12-03,Confiscation,Forbidden,17375316,confiscation-1504,
TCG,2018-12-03,Cyber Jar,Forbidden,34124316,cyber-jar-2900,
TCG,2018-12-03,Cyber-Stein,Forbidden,69015963,cyber-stein-5797,
TCG,2018-12-03,Daigusto Emeral,Forbidden,581014,daigusto-emeral-55,
TCG,2018-12-03,Dandylion,Forbidden,15341821,dandylion-1319,
TCG,2018-12-03,Delinquent Duo,Forbidden,44763025,delinquent-duo-3811,
TCG,2018-12-03,"Denglong, First of the Yang Zing",Forbidden,65536818,denglong-first-of-the-yang-zing-5523,
TCG,2018-12-03,Dimension Fusion,Forbidden,23557835,dimension-fusion-2029,
TCG,2018-12-03,Djinn Releaser of Rituals,Forbidden,8903700,djinn-releaser-of-rituals-754,
TCG,2018-12-03,Double Iris Magician,Forbidden,49684352,double-iris-magician-8318,
TCG,2018-12-03,El Shaddoll Construct,Forbidden,20366274,el-shaddoll-construct-1746,
TCG,2018-12-03,Elder Entity Norden,Forbidden,17412721,elder-entity-norden-1508,
TCG,2018-12-03,Fiber Jar,Forbidden,78706415,fiber-jar-6613,
TCG,2018-12-03,Firewall Dragon,Forbidden,5043010,firewall-dragon-8729,
TCG,2018-12-03,Fishborg Blaster,Forbidden,93369354,fishborg-blaster-7773,
TCG,2018-12-03,Giant Trunade,Forbidden,42703248,giant-trunade-3644,
TCG,2018-12-03,Graceful Charity,Forbidden,79571449,graceful-charity-6673,
TCG,2018-12-03,Harpie's Feather Duster,Forbidden,18144507,harpie-s-feather-duster-1573,
TCG,2018-12-03,Heavy Storm,Forbidden,19613556,heavy-storm-1690,
TCG,2018-12-03,Kaiser Colosseum,Forbidden,35059553,kaiser-colosseum-2977,
TCG,2018-12-03,Knightmare Goblin,Forbidden,39064822,knightmare-goblin-9232,
TCG,2018-12-03,Last Turn,Forbidden,28566710,last-turn-2431,
TCG,2018-12-03,Last Will,Forbidden,85602018,last-will-7174,
TCG,2018-12-03,Lavalval Chain,Forbidden,34086406,lavalval-chain-2894,
TCG,2018-12-03,Level Eater,Forbidden,57421866,level-eater-4892,
TCG,2018-12-03,M-X-Saber Invoker,Forbidden,4423206,m-x-saber-invoker-400,
TCG,2018-12-03,Magical Scientist,Forbidden,34206604,magical-scientist-2906,
TCG,2018-12-03,Majespecter Unicorn - Kirin,Forbidden,31178212,majespecter-unicorn-kirin-2645,
TCG,2018-12-03,Makyura the Destructor,Forbidden,21593977,makyura-the-destructor-1859,
TCG,2018-12-03,Mass Driver,Forbidden,34906152,mass-driver-2964,
TCG,2018-12-03,"Master Peace, the True Dracoslaying King",Forbidden,21377582,master-peace-the-true-dracoslaying-king-8374,
TCG,2018-12-03,"Maxx ""C""",Forbidden,23434538,maxx-c-2021,
TCG,2018-12-03,Metamorphosis,Forbidden,46411259,metamorphosis-3958,
TCG,2018-12-03,Mind Master,Forbidden,96782886,mind-master-8051,
TCG,2018-12-03,Mirage of Nightmare,Forbidden,41482598,mirage-of-nightmare-3549,
TCG,2018-12-03,Morphing Jar #2,Forbidden,79106360,morphing-jar-2-6640,
TCG,2018-12-03,Number 16: Shock Master,Forbidden,54719828,number-16-shock-master-4663,
TCG,2018-12-03,Painful Choice,Forbidden,74191942,painful-choice-6240,
TCG,2018-12-03,Performage Plushfire,Forbidden,7563579,performage-plushfire-646,
TCG,2018-12-03,Performapal Monkeyboard,Forbidden,17330916,performapal-monkeyboard-1501,
TCG,2018-12-03,Performapal Skullcrobat Joker,Forbidden,40318957,performapal-skullcrobat-joker-3424,
TCG,2018-12-03,Phoenixian Cluster Amaryllis,Forbidden,23558733,phoenixian-cluster-amaryllis-2030,
TCG,2018-12-03,Pot of Avarice,Forbidden,67169062,pot-of-avarice-5644,
TCG,2018-12-03,Pot of Greed,Forbidden,55144522,pot-of-greed-4698,
TCG,2018-12-03,Premature Burial,Forbidden,70828912,premature-burial-5948,
TCG,2018-12-03,Rank-Up-Magic Argent Chaos Force,Forbidden,94220427,rank-up-magic-argent-chaos-force-7840,
TCG,2018-12-03,"Redox, Dragon Ruler of Boulders",Forbidden,90411554,redox-dragon-ruler-of-boulders-7551,
TCG,2018-12-03,Return from the Different Dimension,Forbidden,27174286,return-from-the-different-dimension-2324,
TCG,2018-12-03,Royal Oppression,Forbidden,93016201,royal-oppression-7741,
TCG,2018-12-03,Samsara Lotus,Forbidden,5592689,samsara-lotus-494,
TCG,2018-12-03,Self-Destruct Button,Forbidden,57585212,self-destruct-button-4903,
TCG,2018-12-03,"Shurit, Strategist of the Nekroz",Forbidden,90307777,shurit-strategist-of-the-nekroz-7540,
TCG,2018-12-03,Sixth Sense,Forbidden,3280747,sixth-sense-295,
TCG,2018-12-03,Snatch Steal,Forbidden,45986603,snatch-steal-3918,
TCG,2018-12-03,Spellbook of Judgment,Forbidden,46448938,spellbook-of-judgment-3960,
TCG,2018-12-03,Substitoad,Forbidden,20663556,substitoad-1775,
TCG,2018-12-03,Super Rejuvenation,Forbidden,27770341,super-rejuvenation-2363,
TCG,2018-12-03,Supreme King Dragon Starving Venom,Forbidden,43387895,supreme-king-dragon-starving-venom-8455,
TCG,2018-12-03,Tellarknight Ptolemaeus,Forbidden,18326736,tellarknight-ptolemaeus-1592,
TCG,2018-12-03,"Tempest, Dragon Ruler of Storms",Forbidden,89399912,tempest-dragon-ruler-of-storms-7466,
TCG,2018-12-03,That Grass Looks Greener,Forbidden,11110587,that-grass-looks-greener-961,
TCG,2018-12-03,The Forceful Sentry,Forbidden,42829885,the-forceful-sentry-3653,
TCG,2018-12-03,The Tyrant Neptune,Forbidden,88071625,the-tyrant-neptune-7365,
TCG,2018-12-03,"Tidal, Dragon Ruler of Waterfalls",Forbidden,26400609,tidal-dragon-ruler-of-waterfalls-2268,
TCG,2018-12-03,Time Seal,Forbidden,35316708,time-seal-2996,
TCG,2018-12-03,Trap Dustshoot,Forbidden,64697231,trap-dustshoot-5460,
TCG,2018-12-03,Tribe-Infecting Virus,Forbidden,33184167,tribe-infecting-virus-2818,
TCG,2018-12-03,"True King Lithosagym, the Disaster",Forbidden,30539496,true-king-lithosagym-the-disaster-2593,
TCG,2018-12-03,Ultimate Offering,Forbidden,80604092,ultimate-offering-6761,
TCG,2018-12-03,Vanity's Emptiness,Forbidden,5851097,vanity-s-emptiness-515,
TCG,2018-12-03,Victory Dragon,Forbidden,44910027,victory-dragon-3827,
TCG,2018-12-03,Wind-Up Carrier Zenmaity,Forbidden,81122844,wind-up-carrier-zenmaity-6808,
TCG,2018-12-03,Yata-Garasu,Forbidden,3078576,yata-garasu-279,
TCG,2018-12-03,Zoodiac Broadbull,Forbidden,85115440,zoodiac-broadbull-8349,
TCG,2018-12-03,Zoodiac Drident,Forbidden,48905153,zoodiac-drident-4173,
TCG,2018-12-03,A Hero Lives,Limited,8949584,a-hero-lives-757,
TCG,2018-12-03,Armageddon Knight,Limited,28985331,armageddon-knight-2458,
TCG,2018-12-03,"Beatrice, Lady of the Eternal",Limited,27552504,beatrice-lady-of-the-eternal-2349,
TCG,2018-12-03,Book of Moon,Limited,14087893,book-of-moon-1206,
TCG,2018-12-03,Card Destruction,Limited,72892473,card-destruction-6117,
TCG,2018-12-03,Chain Strike,Limited,91623717,chain-strike-7641,
TCG,2018-12-03,"Cir, Malebranche of the Burning Abyss",Limited,57143342,cir-malebranche-of-the-burning-abyss-4872,
TCG,2018-12-03,Dark Armed Dragon,Limited,65192027,dark-armed-dragon-5492,
TCG,2018-12-03,Dark Hole,Limited,53129443,dark-hole-4525,
TCG,2018-12-03,Deep Sea Diva,Limited,78868119,deep-sea-diva-6627,
TCG,2018-12-03,"Dewloren, Tiger King of the Ice Barrier",Limited,70583986,dewloren-tiger-king-of-the-ice-barrier-5932,
TCG,2018-12-03,Dimensional Fissure,Limited,81674782,dimensional-fissure-6856,
TCG,2018-12-03,"Dinomight Knight, the True Dracofighter",Limited,58984738,dinomight-knight-the-true-dracofighter-8340,
TCG,2018-12-03,Divine Wind of Mist Valley,Limited,15854426,divine-wind-of-mist-valley-1362,
TCG,2018-12-03,Draco Face-Off,Limited,14733538,draco-face-off-1260,
TCG,2018-12-03,Ehther the Heavenly Monarch,Limited,96570609,ehther-the-heavenly-monarch-8035,
TCG,2018-12-03,Elemental HERO Stratos,Limited,40044918,elemental-hero-stratos-3400,
TCG,2018-12-03,Emergency Teleport,Limited,67723438,emergency-teleport-5689,
TCG,2018-12-03,Eradicator Epidemic Virus,Limited,54974237,eradicator-epidemic-virus-4680,
TCG,2018-12-03,Evigishki Gustkraken,Limited,45222299,evigishki-gustkraken-3856,
TCG,2018-12-03,Evigishki Mind Augus,Limited,11877465,evigishki-mind-augus-1028,
TCG,2018-12-03,Evilswarm Exciton Knight,Limited,46772449,evilswarm-exciton-knight-3986,
TCG,2018-12-03,Exodia the Forbidden One,Limited,33396948,exodia-the-forbidden-one-2835,
TCG,2018-12-03,Final Countdown,Limited,95308449,final-countdown-7936,
TCG,2018-12-03,Foolish Burial,Limited,81439173,foolish-burial-6837,
TCG,2018-12-03,Gateway of the Six,Limited,27970830,gateway-of-the-six-2379,
TCG,2018-12-03,Gem-Knight Master Diamond,Limited,39512984,gem-knight-master-diamond-3348,
TCG,2018-12-03,Genex Ally Birdman,Limited,64034255,genex-ally-birdman-5403,
TCG,2018-12-03,"Graff, Malebranche of the Burning Abyss",Limited,20758643,graff-malebranche-of-the-burning-abyss-1783,
TCG,2018-12-03,Grinder Golem,Limited,75732622,grinder-golem-6373,
TCG,2018-12-03,Heavymetalfoes Electrumite,Limited,24094258,heavymetalfoes-electrumite-9077,
TCG,2018-12-03,"Ignister Prominence, the Blasting Dracoslayer",Limited,18239909,ignister-prominence-the-blasting-dracoslayer-1583,
TCG,2018-12-03,Imperial Order,Limited,61740673,imperial-order-5227,
TCG,2018-12-03,Infernity Archfiend,Limited,99177923,infernity-archfiend-8234,
TCG,2018-12-03,Infernity Barrier,Limited,9059700,infernity-barrier-768,
TCG,2018-12-03,Infernity Launcher,Limited,66957584,infernity-launcher-5623,
TCG,2018-12-03,Interrupted Kaiju Slumber,Limited,99330325,interrupted-kaiju-slumber-8247,
TCG,2018-12-03,Inzektor Dragonfly,Limited,68184115,inzektor-dragonfly-5733,
TCG,2018-12-03,Inzektor Hornet,Limited,69207766,inzektor-hornet-5818,
TCG,2018-12-03,Left Arm of the Forbidden One,Limited,7902349,left-arm-of-the-forbidden-one-675,
TCG,2018-12-03,Left Leg of the Forbidden One,Limited,44519536,left-leg-of-the-forbidden-one-3796,
TCG,2018-12-03,Macro Cosmos,Limited,30241314,macro-cosmos-2562,
TCG,2018-12-03,Magical Explosion,Limited,32723153,magical-explosion-2785,
TCG,2018-12-03,Miscellaneousaurus,Limited,38572779,miscellaneousaurus-3272,
TCG,2018-12-03,Monster Gate,Limited,43040603,monster-gate-3672,
TCG,2018-12-03,Monster Reborn,Limited,83764719,monster-reborn-7027,
TCG,2018-12-03,Morphing Jar,Limited,33508719,morphing-jar-2843,
TCG,2018-12-03,Nekroz of Brionac,Limited,26674724,nekroz-of-brionac-2287,
TCG,2018-12-03,Nekroz of Unicore,Limited,89463537,nekroz-of-unicore-7470,
TCG,2018-12-03,Night Assailant,Limited,16226786,night-assailant-1395,
TCG,2018-12-03,One Day of Peace,Limited,33782437,one-day-of-peace-2868,
TCG,2018-12-03,One for One,Limited,2295440,one-for-one-202,
TCG,2018-12-03,PSY-Framelord Omega,Limited,74586817,psy-framelord-omega-6268,
TCG,2018-12-03,Pantheism of the Monarchs,Limited,22842126,pantheism-of-the-monarchs-1964,
TCG,2018-12-03,Performage Damage Juggler,Limited,68819554,performage-damage-juggler-5784,
TCG,2018-12-03,Qliphort Scout,Limited,65518099,qliphort-scout-5522,
TCG,2018-12-03,Raigeki,Limited,12580477,raigeki-1087,
TCG,2018-12-03,Reasoning,Limited,58577036,reasoning-4982,
TCG,2018-12-03,Red-Eyes Darkness Metal Dragon,Limited,88264978,red-eyes-darkness-metal-dragon-7382,
TCG,2018-12-03,Reinforcement of the Army,Limited,32807846,reinforcement-of-the-army-2794,
TCG,2018-12-03,Rekindling,Limited,74845897,rekindling-6295,
TCG,2018-12-03,Right Arm of the Forbidden One,Limited,70903634,right-arm-of-the-forbidden-one-5956,
TCG,2018-12-03,Right Leg of the Forbidden One,Limited,8124921,right-leg-of-the-forbidden-one-689,
TCG,2018-12-03,Ritual Beast Ulti-Cannahawk,Limited,48063985,ritual-beast-ulti-cannahawk-4102,
TCG,2018-12-03,Royal Tribute,Limited,72405967,royal-tribute-6077,
TCG,2018-12-03,SPYRAL GEAR - Drone,Limited,4474060,spyral-gear-drone-405,
TCG,2018-12-03,SPYRAL Quik-Fix,Limited,78080961,spyral-quik-fix-6565,
TCG,2018-12-03,SPYRAL Resort,Limited,54631665,spyral-resort-4656,
TCG,2018-12-03,Set Rotation,Limited,73468603,set-rotation-8558,
TCG,2018-12-03,Skill Drain,Limited,82732705,skill-drain-6952,
TCG,2018-12-03,Sky Striker Mecha - Hornet Drones,Limited,52340444,sky-striker-mecha-hornet-drones-9318,
TCG,2018-12-03,Solemn Judgment,Limited,41420027,solemn-judgment-3537,
TCG,2018-12-03,Solemn Warning,Limited,84749824,solemn-warning-7107,
TCG,2018-12-03,Soul Charge,Limited,54447022,soul-charge-4632,
TCG,2018-12-03,Soul Drain,Limited,73599290,soul-drain-6179,
TCG,2018-12-03,Speedroid Terrortop,Limited,81275020,speedroid-terrortop-6822,
TCG,2018-12-03,Super Polymerization,Limited,48130397,super-polymerization-4109,
TCG,2018-12-03,Symbol of Heritage,Limited,45305419,symbol-of-heritage-3862,
TCG,2018-12-03,The Monarchs Stormforth,Limited,79844764,the-monarchs-stormforth-6694,
TCG,2018-12-03,Tour Guide From the Underworld,Limited,10802915,tour-guide-from-the-underworld-932,
TCG,2018-12-03,"Trishula, Dragon of the Ice Barrier",Limited,52687916,trishula-dragon-of-the-ice-barrier-4488,
TCG,2018-12-03,True King's Return,Limited,35125879,true-king-s-return-8343,
TCG,2018-12-03,Upstart Goblin,Limited,70368879,upstart-goblin-5921,
TCG,2018-12-03,Wall of Revealing Light,Limited,17078030,wall-of-revealing-light-1474,
TCG,2018-12-03,Zoodiac Ratpier,Limited,78872731,zoodiac-ratpier-6629,
TCG,2018-12-03,Destiny HERO - Malicious,Semi-Limited,9411399,destiny-hero-malicious-799,
TCG,2018-12-03,Limiter Removal,Semi-Limited,23171610,limiter-removal-1993,
TCG,2018-12-03,"Luster Pendulum, the Dracoslayer",Semi-Limited,92746535,luster-pendulum-the-dracoslayer-7722,
TCG,2018-12-03,Necroface,Semi-Limited,28297833,necroface-2407,
TCG,2018-12-03,Scapegoat,Semi-Limited,73915051,scapegoat-6212,
TCG,2018-12-03,T.G. Hyper Librarian,Semi-Limited,90953320,t-g-hyper-librarian-7597,
TCG,2018-12-03,Terraforming,Semi-Limited,73628505,terraforming-6182,
TCG,2018-12-03,Wind-Up Magician,Semi-Limited,59297550,wind-up-magician-5040,
TCG,2019-01-28,Ancient Fairy Dragon,Forbidden,25862681,ancient-fairy-dragon-2229,
TCG,2019-01-28,Astrograph Sorcerer,Forbidden,76794549,astrograph-sorcerer-8316,
TCG,2019-01-28,Blackwing - Gofu the Vague Shadow,Forbidden,9929398,blackwing-gofu-the-vague-shadow-840,
TCG,2019-01-28,"Blaster, Dragon Ruler of Infernos",Forbidden,53804307,blaster-dragon-ruler-of-infernos-4582,
TCG,2019-01-28,Butterfly Dagger - Elma,Forbidden,69243953,butterfly-dagger-elma-5823,
TCG,2019-01-28,Card of Safe Return,Forbidden,57953380,card-of-safe-return-4932,
TCG,2019-01-28,Change of Heart,Forbidden,4031928,change-of-heart-359,
TCG,2019-01-28,Chicken Game,Forbidden,67616300,chicken-game-5681,
TCG,2019-01-28,Cold Wave,Forbidden,60682203,cold-wave-5150,
TCG,2019-01-28,Confiscation,Forbidden,17375316,confiscation-1504,
TCG,2019-01-28,Cyber Jar,Forbidden,34124316,cyber-jar-2900,
TCG,2019-01-28,Daigusto Emeral,Forbidden,581014,daigusto-emeral-55,
TCG,2019-01-28,Dandylion,Forbidden,15341821,dandylion-1319,
TCG,2019-01-28,Delinquent Duo,Forbidden,44763025,delinquent-duo-3811,
TCG,2019-01-28,"Denglong, First of the Yang Zing",Forbidden,65536818,denglong-first-of-the-yang-zing-5523,
TCG,2019-01-28,Dimension Fusion,Forbidden,23557835,dimension-fusion-2029,
TCG,2019-01-28,Djinn Releaser of Rituals,Forbidden,8903700,djinn-releaser-of-rituals-754,
TCG,2019-01-28,Double Iris Magician,Forbidden,49684352,double-iris-magician-8318,
TCG,2019-01-28,Elder Entity Norden,Forbidden,17412721,elder-entity-norden-1508,
TCG,2019-01-28,Fairy Tail - Snow,Forbidden,55623480,fairy-tail-snow-4737,
TCG,2019-01-28,Fiber Jar,Forbidden,78706415,fiber-jar-6613,
TCG,2019-01-28,Firewall Dragon,Forbidden,5043010,firewall-dragon-8729,
TCG,2019-01-28,Fishborg Blaster,Forbidden,93369354,fishborg-blaster-7773,
TCG,2019-01-28,Giant Trunade,Forbidden,42703248,giant-trunade-3644,
TCG,2019-01-28,Graceful Charity,Forbidden,79571449,graceful-charity-6673,
TCG,2019-01-28,Grinder Golem,Forbidden,75732622,grinder-golem-6373,
TCG,2019-01-28,Harpie's Feather Duster,Forbidden,18144507,harpie-s-feather-duster-1573,
TCG,2019-01-28,Heavy Storm,Forbidden,19613556,heavy-storm-1690,
TCG,2019-01-28,Kaiser Colosseum,Forbidden,35059553,kaiser-colosseum-2977,
TCG,2019-01-28,Knightmare Goblin,Forbidden,39064822,knightmare-goblin-9232,
TCG,2019-01-28,Last Turn,Forbidden,28566710,last-turn-2431,
TCG,2019-01-28,Last Will,Forbidden,85602018,last-will-7174,
TCG,2019-01-28,Lavalval Chain,Forbidden,34086406,lavalval-chain-2894,
TCG,2019-01-28,Level Eater,Forbidden,57421866,level-eater-4892,
TCG,2019-01-28,M-X-Saber Invoker,Forbidden,4423206,m-x-saber-invoker-400,
TCG,2019-01-28,Magical Scientist,Forbidden,34206604,magical-scientist-2906,
TCG,2019-01-28,Majespecter Unicorn - Kirin,Forbidden,31178212,majespecter-unicorn-kirin-2645,
TCG,2019-01-28,Makyura the Destructor,Forbidden,21593977,makyura-the-destructor-1859,
TCG,2019-01-28,Mass Driver,Forbidden,34906152,mass-driver-2964,
TCG,2019-01-28,"Master Peace, the True Dracoslaying King",Forbidden,21377582,master-peace-the-true-dracoslaying-king-8374,
TCG,2019-01-28,"Maxx ""C""",Forbidden,23434538,maxx-c-2021,
TCG,2019-01-28,Metamorphosis,Forbidden,46411259,metamorphosis-3958,
TCG,2019-01-28,Mind Master,Forbidden,96782886,mind-master-8051,
TCG,2019-01-28,Mirage of Nightmare,Forbidden,41482598,mirage-of-nightmare-3549,
TCG,2019-01-28,Morphing Jar #2,Forbidden,79106360,morphing-jar-2-6640,
TCG,2019-01-28,Number 16: Shock Master,Forbidden,54719828,number-16-shock-master-4663,
TCG,2019-01-28,Number 42: Galaxy Tomahawk,Forbidden,10389142,number-42-galaxy-tomahawk-898,
TCG,2019-01-28,Number 86: Heroic Champion - Rhongomyniad,Forbidden,63504681,number-86-heroic-champion-rhongomyniad-5364,
TCG,2019-01-28,Painful Choice,Forbidden,74191942,painful-choice-6240,
TCG,2019-01-28,Performage Plushfire,Forbidden,7563579,performage-plushfire-646,
TCG,2019-01-28,Performapal Monkeyboard,Forbidden,17330916,performapal-monkeyboard-1501,
TCG,2019-01-28,Performapal Skullcrobat Joker,Forbidden,40318957,performapal-skullcrobat-joker-3424,
TCG,2019-01-28,Phoenixian Cluster Amaryllis,Forbidden,23558733,phoenixian-cluster-amaryllis-2030,
TCG,2019-01-28,Pot of Avarice,Forbidden,67169062,pot-of-avarice-5644,
TCG,2019-01-28,Pot of Greed,Forbidden,55144522,pot-of-greed-4698,
TCG,2019-01-28,Premature Burial,Forbidden,70828912,premature-burial-5948,
TCG,2019-01-28,Rank-Up-Magic Argent Chaos Force,Forbidden,94220427,rank-up-magic-argent-chaos-force-7840,
TCG,2019-01-28,"Redox, Dragon Ruler of Boulders",Forbidden,90411554,redox-dragon-ruler-of-boulders-7551,
TCG,2019-01-28,Return from the Different Dimension,Forbidden,27174286,return-from-the-different-dimension-2324,
TCG,2019-01-28,Royal Oppression,Forbidden,93016201,royal-oppression-7741,
TCG,2019-01-28,Samsara Lotus,Forbidden,5592689,samsara-lotus-494,
TCG,2019-01-28,Self-Destruct Button,Forbidden,57585212,self-destruct-button-4903,
TCG,2019-01-28,Sixth Sense,Forbidden,3280747,sixth-sense-295,
TCG,2019-01-28,Snatch Steal,Forbidden,45986603,snatch-steal-3918,
TCG,2019-01-28,Soul Charge,Forbidden,54447022,soul-charge-4632,
TCG,2019-01-28,Spellbook of Judgment,Forbidden,46448938,spellbook-of-judgment-3960,
TCG,2019-01-28,Substitoad,Forbidden,20663556,substitoad-1775,
TCG,2019-01-28,Super Rejuvenation,Forbidden,27770341,super-rejuvenation-2363,
TCG,2019-01-28,Supreme King Dragon Starving Venom,Forbidden,43387895,supreme-king-dragon-starving-venom-8455,
TCG,2019-01-28,Tellarknight Ptolemaeus,Forbidden,18326736,tellarknight-ptolemaeus-1592,
TCG,2019-01-28,"Tempest, Dragon Ruler of Storms",Forbidden,89399912,tempest-dragon-ruler-of-storms-7466,
TCG,2019-01-28,That Grass Looks Greener,Forbidden,11110587,that-grass-looks-greener-961,
TCG,2019-01-28,The Forceful Sentry,Forbidden,42829885,the-forceful-sentry-3653,
TCG,2019-01-28,The Tyrant Neptune,Forbidden,88071625,the-tyrant-neptune-7365,
TCG,2019-01-28,"Tidal, Dragon Ruler of Waterfalls",Forbidden,26400609,tidal-dragon-ruler-of-waterfalls-2268,
TCG,2019-01-28,Time Seal,Forbidden,35316708,time-seal-2996,
TCG,2019-01-28,Topologic Gumblar Dragon,Forbidden,22593417,topologic-gumblar-dragon-9361,
TCG,2019-01-28,Trap Dustshoot,Forbidden,64697231,trap-dustshoot-5460,
TCG,2019-01-28,Tribe-Infecting Virus,Forbidden,33184167,tribe-infecting-virus-2818,
TCG,2019-01-28,"True King Lithosagym, the Disaster",Forbidden,30539496,true-king-lithosagym-the-disaster-2593,
TCG,2019-01-28,Ultimate Offering,Forbidden,80604092,ultimate-offering-6761,
TCG,2019-01-28,Vanity's Emptiness,Forbidden,5851097,vanity-s-emptiness-515,
TCG,2019-01-28,Victory Dragon,Forbidden,44910027,victory-dragon-3827,
TCG,2019-01-28,Wind-Up Carrier Zenmaity,Forbidden,81122844,wind-up-carrier-zenmaity-6808,
TCG,2019-01-28,Yata-Garasu,Forbidden,3078576,yata-garasu-279,
TCG,2019-01-28,Zoodiac Broadbull,Forbidden,85115440,zoodiac-broadbull-8349,
TCG,2019-01-28,Zoodiac Drident,Forbidden,48905153,zoodiac-drident-4173,
TCG,2019-01-28,A Hero Lives,Limited,8949584,a-hero-lives-757,
TCG,2019-01-28,Armageddon Knight,Limited,28985331,armageddon-knight-2458,
TCG,2019-01-28,"Beatrice, Lady of the Eternal",Limited,27552504,beatrice-lady-of-the-eternal-2349,
TCG,2019-01-28,Book of Moon,Limited,14087893,book-of-moon-1206,
TCG,2019-01-28,Brilliant Fusion,Limited,7394770,brilliant-fusion-634,
TCG,2019-01-28,Card Destruction,Limited,72892473,card-destruction-6117,
TCG,2019-01-28,Chain Strike,Limited,91623717,chain-strike-7641,
TCG,2019-01-28,Chaos Emperor Dragon - Envoy of the End,Limited,82301904,chaos-emperor-dragon-envoy-of-the-end-6915,
TCG,2019-01-28,"Cir, Malebranche of the Burning Abyss",Limited,57143342,cir-malebranche-of-the-burning-abyss-4872,
TCG,2019-01-28,Cyber-Stein,Limited,69015963,cyber-stein-5797,
TCG,2019-01-28,Dark Armed Dragon,Limited,65192027,dark-armed-dragon-5492,
TCG,2019-01-28,Dark Grepher,Limited,14536035,dark-grepher-1244,
TCG,2019-01-28,Dark Hole,Limited,53129443,dark-hole-4525,
TCG,2019-01-28,Deep Sea Diva,Limited,78868119,deep-sea-diva-6627,
TCG,2019-01-28,"Dewloren, Tiger King of the Ice Barrier",Limited,70583986,dewloren-tiger-king-of-the-ice-barrier-5932,
TCG,2019-01-28,Dimensional Fissure,Limited,81674782,dimensional-fissure-6856,
TCG,2019-01-28,"Dinomight Knight, the True Dracofighter",Limited,58984738,dinomight-knight-the-true-dracofighter-8340,
TCG,2019-01-28,Divine Wind of Mist Valley,Limited,15854426,divine-wind-of-mist-valley-1362,
TCG,2019-01-28,Draco Face-Off,Limited,14733538,draco-face-off-1260,
TCG,2019-01-28,Ehther the Heavenly Monarch,Limited,96570609,ehther-the-heavenly-monarch-8035,
TCG,2019-01-28,El Shaddoll Construct,Limited,20366274,el-shaddoll-construct-1746,
TCG,2019-01-28,Elemental HERO Stratos,Limited,40044918,elemental-hero-stratos-3400,
TCG,2019-01-28,Emergency Teleport,Limited,67723438,emergency-teleport-5689,
TCG,2019-01-28,Evigishki Gustkraken,Limited,45222299,evigishki-gustkraken-3856,
TCG,2019-01-28,Evigishki Mind Augus,Limited,11877465,evigishki-mind-augus-1028,
TCG,2019-01-28,Exodia the Forbidden One,Limited,33396948,exodia-the-forbidden-one-2835,
TCG,2019-01-28,Final Countdown,Limited,95308449,final-countdown-7936,
TCG,2019-01-28,Foolish Burial,Limited,81439173,foolish-burial-6837,
TCG,2019-01-28,Gateway of the Six,Limited,27970830,gateway-of-the-six-2379,
