card_id,card_name,card_text,category_1,category_2,justification_1,justification_2,agreed
67048711,7,"When there are 3 face-up ""7"" cards on your side of the field, draw 3 cards from your Deck. Then destroy all ""7"" cards. When this card is sent directly from the field to your Graveyard, increase your Life Points by 700 points.",None,,"This card has a highly specific activation condition, requiring three ""7"" cards on the field to draw 3 cards, then destroys those cards. This effect does not start a main combo, disrupt the opponent from the hand, provide generic extension after a play has begun, or break an opponent's board. It's a payoff for a very niche and specific combo, rather than fitting any of the broadly defined strategic roles. It is not a Garnet as it is the desired outcome of its own specific engine, not an undesirable component required for another card's effect.",,True
67231737,Link Bumper,"2 Cyberse monsters
Once per turn, at the end of the Damage Step, if your monster this card points to attacked an opponent's Link Monster: You can activate this effect; the monster that attacked gains 1 additional attack on an opponent's Link Monster during this Battle Phase for each Link Monster you currently control, except this card. Your monsters (except that monster) cannot attack the turn you activate this effect.",Extender,Extender,"This card's effect activates during the Damage Step and requires a specific combat scenario (your monster attacking an opponent's Link Monster) to enable additional attacks. This means it requires an existing board state and a battle to have already occurred, thus extending existing plays rather than starting them.","This card's effect triggers after a battle and requires a monster the card points to to have attacked an opponent's Link Monster. It then allows for additional attacks, extending the player's offensive capabilities once a battle has already occurred.",True
67284108,Black Sheep Token,"This card can be used as a ""Black Sheep Token"".


*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",None,None,"The provided text only describes the card's ability to be used as a ""Black Sheep Token"" and does not detail any activation conditions or strategic roles that would classify it as a Starter, Handtrap, Extender, Board Breaker, or Garnet.","This card's text only states its function as a token, providing no inherent effect for activating combos, disrupting the opponent, extending plays, or breaking boards.",True
67436768,Springans Brothers,"If this card is sent from the hand or Deck to the GY: You can target 1 ""Springans"" monster in your GY, except ""Springans Brothers""; Special Summon it in Defense Position. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Brothers"" once per turn.",Extender,Extender,"The card's first effect triggers when it's sent from the hand or Deck to the GY, allowing a Special Summon from the GY, which continues or extends plays after another card has initiated a send to the GY. Its second effect allows it to attach itself as Xyz material from various locations to a ""Springans"" Xyz Monster already on the field, further supporting existing plays and enabling more uses of Xyz monster effects. Both effects require an existing setup or a preceding action to be effective, fitting the role of an Extender.","The card's first effect special summons another ""Springans"" monster after being sent to the GY, allowing for continuation of plays. Its second effect provides additional Xyz material for a ""Springans"" Xyz Monster already on the field, enabling further effects or extending the monster's utility. Both effects require prior setup or an existing board state, fitting the role of an extender that pushes plays further or adds value.",True
67457739,Sinful Spoils Struggle,"Target any number of cards on the field (the max. number of targets on each side is the number of that player's ""Sinful Spoils"" cards that are banished or in their GY); destroy them. If this Set card is destroyed or banished by your opponent's activated effect: You can shuffle up to 2 cards from the field into the Deck. You can only activate 1 ""Sinful Spoils Struggle"" per turn.",Board Breaker,Board Breaker,"This card's primary effect is to destroy cards on the field. Its main purpose is to eliminate established threats from the opponent's board, fitting the definition of a board breaker. It does not start or extend your own plays, but rather answers your opponent's setup.","The card's primary effect is to destroy multiple cards on the field, a function designed to eliminate established threats. While it requires setup by having ""Sinful Spoils"" cards in the GY or banished, its strategic role is to clear the opponent's board, fitting the definition of a Board Breaker.",True
67675300,Snowdust Dragon,You can Special Summon this card (from your hand) by removing 4 Ice Counters from anywhere on the field. Other monsters with Ice Counters cannot attack or change their battle positions.,Extender,Extender,"This card's Special Summon condition relies on the presence of ""Ice Counters"" on the field, indicating that other cards or effects must first establish these counters. Once summoned, its effect to prevent monsters with Ice Counters from attacking or changing battle positions can further extend plays by controlling the opponent's board.","This card requires an existing board state with ""Ice Counters"" to be activated, allowing for further plays after a combo has already begun, fitting the definition of an extender.",True
67723438,Emergency Teleport,"Special Summon 1 Level 3 or lower Psychic-Type monster from your hand or Deck, but banish it during the End Phase of this turn.",Extender,Starter,"This card’s effect allows for extending a combo by providing a specific monster to summon, suggesting it’s meant to be used after an initial play has already begun, fitting the role of an extender.","This card can be activated from the hand and allows the player to Special Summon a monster from their hand or Deck, directly initiating a turn's plays and progressing towards a win condition.",False
68171737,Stone Dragon,A dragon formed by huge boulders that are also used to attack the enemy.,None,None,This is flavor text and does not describe a card effect that can be classified into any of the given categories.,The provided text is flavor text and does not describe an effect that can be classified into any of the given categories.,True
68299524,Pandemic Dragon,Once per turn: You can pay LP in multiples of 100; other face-up monsters on the field lose that much ATK. Once per turn: You can target 1 monster on the field with ATK less than or equal to this card's; destroy it. If this card is destroyed by battle or card effect: All face-up monsters on the field lose 1000 ATK.,None,None,"This card's effects are activated on the field and focus on ATK reduction and destruction. It does not inherently start a combo, disrupt from hand, extend a play, or primarily break a board. Its primary function seems to be battlefield control or attrition, which doesn't fit the provided categories.","This card does not have a specific activation condition that aligns with starting a combo, disrupting from the hand, extending existing plays, breaking a board, or being a necessary but undesirable draw. Its effects are primarily passive or require specific conditions to activate on-field.",True
68339286,Metal Guardian,"A fiend guarding the treasures of the netherworld, it's most at home in the dark.",None,Handtrap,"The provided text is flavor text and does not describe a card effect or activation condition, making it impossible to classify.","The card's effect, preventing opponent's monster effect activation, is a reactive effect used to disrupt the opponent's plays during either player’s turn, fitting the definition of a handtrap.",False
68450517,Genex Ally Duradark,"Once per turn, during your Main Phase, you can select 1 face-up Attack Position monster your opponent controls with the same Attribute as this card, and destroy it. This card cannot attack the turn you activate this effect.",Board Breaker,Board Breaker,"This card's effect allows the player to destroy an opponent's monster by targeting a monster with the same attribute. This is useful for removing established threats on the opponent's field, especially when going second, fitting the definition of a board breaker. The restriction on attacking the turn the effect is used reinforces its role as a defensive/reactive removal tool rather than an offensive combo piece.","This card's effect allows for the destruction of an opponent's monster, directly addressing and removing a threat on their board. While it has a condition of matching Attributes and a self-imposed restriction, its primary function is to clear the opponent's established monsters, aligning with the role of a board breaker. It does not inherently start a combo or extend one without prior setup, nor is it a reactive handtrap.",True
68477598,Pendulum Hole,"When a monster(s) would be Pendulum Summoned: Negate the Pendulum Summon, and if you do, shuffle that monster(s) into the Deck.",Handtrap,Handtrap,"This card's effect can be activated when your opponent attempts to Pendulum Summon, allowing you to disrupt their plays from your hand during their turn, fitting the definition of a reactive, disruptive handtrap.","This effect can be activated during the opponent's turn when they attempt a Pendulum Summon to disrupt their plays by negating the summon and returning the monsters to the Deck, fitting the definition of a reactive, disruptive handtrap.",True
68625727,Prediction Princess Petalelf,FLIP: You can change all face-up Attack Position monsters your opponent controls to face-up Defense Position. Monsters changed to Defense Position by this effect cannot change their battle positions.,Board Breaker,Board Breaker,"This card's FLIP effect directly disrupts the opponent's established board by changing their monsters' battle positions and locking them in place, fulfilling the role of a board breaker, especially when going second.","The card’s effect is used to disrupt the opponent's board by changing their monsters' battle positions, which is particularly useful when going second to neutralize established threats. It directly answers the opponent's board setup.",True
68663427,Reincarnation Unveiling Mail,"(This card is always treated as an ""Armored Xyz"" card.)
An Xyz Monster equipped with this card gains these effects.
● Cannot be destroyed by battle.
● Once per turn, if this card battled this turn (Quick Effect): You can return 1 card equipped to this card to the hand, then immediately after this effect resolves, Xyz Summon 1 WATER Xyz Monster.
Once per turn, during the End Phase, if this card is in the GY because it was sent there this turn: You can equip this card to 1 Xyz Monster you control. You can only activate 1 ""Reincarnation Unveiling Mail"" per turn.",Extender,Extender,"This card requires an Xyz Monster to be on the field and to have battled before its main effect can activate, indicating it's not a starter. Its Quick Effect to perform an Xyz Summon after battle allows for further plays and board development during your turn or even the opponent's, fitting the definition of an extender that builds upon an existing setup. Its GY effect also allows for continued utility.","This card is an Equip Spell that requires an Xyz Monster to be on the field to activate its primary effect. Its Quick Effect allows for an additional Xyz Summon after battle, extending your plays by bringing out another monster, and its GY effect enables future extensions by re-equipping itself.",True
68774379,Cyber Barrier Dragon,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with ""Attack Reflector Unit"". Once per turn, while this card is in Attack Position, your opponent's next attack is negated.",None,None,"This card's effect is a passive negation of attacks that occurs during the opponent's turn but requires the card to be on the field in Attack Position. It does not activate from the hand and does not intrinsically start a combo, extend a play, break a board, or function as a ""Garnet."" Therefore, it does not fit into the provided categories.","This card’s effect primarily provides a defensive bonus to itself and does not inherently start a combo, extend plays, break boards, or disrupt the opponent from hand. Its summoning condition is also very restrictive.",True
68815132,Harpie Dancer,"You can target 1 WIND monster you control; return it to the hand, then you can Normal Summon 1 WIND monster. You can only use this effect of ""Harpie Dancer"" once per turn. This card's name becomes ""Harpie Lady"" while on the field or in the GY.",Extender,Extender,"This card requires a WIND monster to be controlled to activate its effect, which allows for a Normal Summon. This means it needs a prior play or setup to be effective, allowing for further combo continuation rather than initiating plays.","This card allows for an additional Normal Summon of a WIND monster after returning another WIND monster to the hand. This typically follows an initial Normal Summon or Special Summon, extending the current turn's plays rather than initiating them.",True
68860936,Tindangle Angel,"FLIP: You can Special Summon 1 Flip monster from your hand or GY in face-down Defense Position, except ""Tindangle Angel"", then, if it is your opponent's Battle Phase, end the Battle Phase. You can only use this effect of ""Tindangle Angel"" once per turn.",Starter,Handtrap,"This card can be activated from the hand or GY and Special Summons another monster from the hand or GY. This allows it to start plays by bringing out combo pieces, fitting the definition of a starter.","The card’s effect is activated from the hand during the opponent’s Battle Phase to disrupt their plays by ending the phase, fitting the reactive, disruptive nature of a handtrap.",False
69003792,Megalith Unformed,"Activate 1 of these effects;
● All monsters your opponent controls lose 500 ATK for each Ritual Monster on the field, until the end of this turn.
● Ritual Summon 1 ""Megalith"" Ritual Monster from your Deck in Defense Position, by Tributing monsters from your hand or field whose total Levels equal exactly twice its Level.",Starter,Starter,"The second effect allows a ""Megalith"" Ritual Monster to be Ritual Summoned directly from the Deck, which is a powerful way to begin the deck's main combo by bringing out a key monster (like a searcher or combo enabler) and establishing board presence.","The card's primary effect allows for a Ritual Summon of a ""Megalith"" monster directly from the Deck, which is a powerful way to establish your main combo pieces and begin your deck's strategy without requiring a prior board presence or specific card already played.",True
69112325,Spiritual Forest,"Each turn, the first face-up Beast, Beast-Warrior, or Plant-Type monster you control that would be destroyed by battle, is not destroyed.",Handtrap,None,"This card’s effect is activated in response to an opponent's attack, disrupting the opponent's play by negating the destruction of a monster, fitting the definition of a reactive handtrap.","This card is a continuous effect that protects your monsters from destruction by battle. It does not have a specific activation condition that fits the definitions of Starter, Handtrap, Extender, Board Breaker, or Garnet, nor does it initiate a combo or disrupt the opponent.",False
69122763,Deal of Phantom,Select 1 face-up monster on the field. Increase the selected monster's ATK by 100 points for each monster in your Graveyard during the turn this card is activated. The number of monsters is applied when this card is activated.,None,None,"This card provides a stat boost based on the number of monsters in the graveyard, but it does not have an activation condition that clearly fits starter, handtrap, extender, board breaker, or garnet. It is a passive buff that requires no specific setup to activate and doesn't directly disrupt or break boards.","This card provides a temporary ATK boost based on the number of monsters in the Graveyard, but it doesn't inherently start a combo, disrupt an opponent, extend plays, break boards, or act as a desirable-to-draw-but-necessary-for-combo piece. Its activation condition is simple (select a monster), and its strategic role is a straightforward stat buff, not fitting neatly into the defined categories.",True
69296555,Array of Revealing Light,"Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned or Special Summoned.",None,None,"This card effect is a continuous effect that applies a restriction to a declared monster type when summoned. It does not inherently activate to start a combo, disrupt the opponent, extend plays, or break boards. It lacks a clear strategic role within the defined categories.",,True
69303178,Majestic Mech - Ohka,"You can Normal Summon this card without Tributing. If you do, during the End Phase: Send it to the Graveyard.",Starter,Extender,"This card can be Normal Summoned without a tribute, allowing it to be easily played as a first move to initiate a turn's plays. While it sends itself to the Graveyard later, its initial uninhibited summon makes it a potential starting point for various strategies.","This card's effect allows for a Normal Summon without a tribute, which can be used to extend plays or make a stronger board, especially when combined with other cards that benefit from Normal Summons or have effects upon being sent to the Graveyard. It doesn't inherently start a combo on its own but facilitates further development.",False
69304426,Artifact Vajra,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. If this card is Special Summoned during your opponent's turn: Destroy all cards in your Spell & Trap Zones. When an opponent's monster declares a direct attack: You can Special Summon this card from your hand.",Handtrap,Handtrap,"This card can be Special Summoned from the hand when the opponent declares a direct attack, allowing for disruption or a defensive play during the opponent's turn, fitting the role of a handtrap.","This card can be activated from the hand when the opponent declares a direct attack, disrupting their offensive plays and fitting the role of a handtrap. Its ability to be Special Summoned from the Spell & Trap Zone when destroyed also allows for disruption on the opponent's turn.",True
69385019,Mermail King - Neptabyss,"2+ monsters, including a Fish, Sea Serpent, or Aqua monster
Your opponent cannot target WATER monsters this card points to with card effects. You can only use each of the following effects of ""Mermail King - Neptabyss"" once per turn. If a WATER monster(s) is sent to the GY to activate a card or effect (except during the Damage Step): You can take 1 ""Abyss-"" Equip Spell from your Deck or GY and either add it to your hand or equip it to this card. If this card in its owner's possession is destroyed by an opponent's card: You can add 1 ""Atlantean"" or ""Mermail"" monster from your Deck to your hand.",Extender,Extender,"This card is a Link Monster that requires 2+ monsters, including a Fish, Sea Serpent, or Aqua monster, to be on the field for its Summon, meaning it cannot initiate a combo by itself. Its effects then trigger based on actions already happening (sending WATER monsters to the GY for cost or activation), providing additional resources or recovery (""Abyss-"" Equip Spells or ""Atlantean""/""Mermail"" monsters), which extends ongoing plays or builds further advantage after a main combo has begun.","This card is a Link Monster that requires at least two monsters on the field to be summoned, meaning a play must have already started. Its main effect triggers in response to another WATER monster being sent to the GY for an effect's cost, allowing it to search an ""Abyss-"" Equip Spell. This function does not start a line of play but rather adds value and resources to an already established combo, fitting the definition of an Extender.",True
69448290,Mist Valley Thunderbird,"When this face-up card on the field returns to the hand, Special Summon it. This card cannot attack during the turn it was Special Summoned by this effect.",Handtrap,Extender,"This card's effect allows it to be brought back to the hand, disrupting the opponent’s plays by negating the activation of other cards, aligning with the reactive and disruptive nature of a handtrap.","The card's effect allows it to be Special Summoned to the field when it leaves the field and returns to the hand. This can be used to extend plays by providing another monster on the field without needing to commit resources to summoning it from the hand or deck, thus continuing a combo after an initial play has been made.",False
69492187,Ice Mirror,"Target 1 Level 3 or lower WATER monster you control; Special Summon 1 monster with the same name from your Deck, but you cannot Special Summon from the Extra Deck while you control that face-up Special Summoned monster.",Extender,Extender,"The card requires a specific monster to already be on the field (""Target 1 Level 3 or lower WATER monster you control"") to activate, and its effect brings out another monster from the Deck. This serves to continue or extend existing plays by providing additional monster presence, even with the restriction on Extra Deck Special Summons.","This card requires a Level 3 or lower WATER monster to already be on your field to activate, meaning it cannot initiate a combo on its own. Its effect Special Summons another monster, allowing for additional plays or resources after an initial monster has been established, thereby extending existing plays rather than starting them.",True
69711728,Metalfoes Combination,"Once per turn, if a Fusion Monster is Fusion Summoned: You can target 1 ""Metalfoes"" monster in your Graveyard with a lower Level than that Fusion Monster; Special Summon it. If this card is sent from the field to the Graveyard: You can add 1 ""Metalfoes"" monster from your Deck to your hand.",Extender,Extender,"The first effect requires a Fusion Monster to be successfully summoned to activate, allowing for further plays after a combo has begun by reviving a ""Metalfoes"" monster. The second effect triggers upon being sent to the graveyard, which can be a consequence of a combo or by strategically discarding it to search for another piece.","The first effect can only be activated after a Fusion Monster has been summoned, which requires prior setup. This allows for continuation and extension of plays. The second effect, while searchable, requires the card to be on the field and then sent to the graveyard, typically as part of a combo.",True
69718652,Ritual Beast Ulti-Nochiudrago,"1 ""Ritual Beast Tamer"" monster + 1 ""Spiritual Beast"" monster
Must be Special Summoned (from your Extra Deck) by banishing the above cards from your field and/or GY. You can only Special Summon ""Ritual Beast Ulti-Nochiudrago(s)"" once per turn. Your opponent cannot target other ""Ritual Beast"" monsters you control with card effects. (Quick Effect): You can return this card to the Extra Deck, then target 1 of your banished ""Ritual Beast"" monsters; Special Summon it, but it cannot attack directly.",Extender,Extender,"This card is an Extra Deck monster that requires specific Ritual Beast materials to be summoned. Its Quick Effect allows it to return itself to the Extra Deck and Special Summon a banished Ritual Beast monster, which is a core ""tag-out"" mechanic used by Ritual Beast decks to extend combos, dodge interruptions, or recover resources after an initial play has been made.","This card requires prior setup to be summoned (a ""Ritual Beast Tamer"" and ""Spiritual Beast"" on the field or in the GY). Its core function is its Quick Effect to ""tag out,"" returning itself to the Extra Deck to summon another monster. This effect is central to the archetype's combo loops, allowing a player to extend their plays, generate more resources, and dodge opponent's targeting effects, thus fitting the role of an Extender.",True
69792699,Penguin Sword,"Equip only to a ""Penguin"" monster. It gains 800 ATK. When the equipped monster inflicts battle damage to your opponent: You can return 1 card your opponent controls to the hand. If a face-up card your opponent controls leaves the field by a ""Penguin"" card's effect and returns to the hand or is banished: Negate the activated effects and effects on the field of cards with that original name, until the end of the next turn. You can only use this effect of ""Penguin Sword"" once per turn.",Extender,Extender,"This card requires a ""Penguin"" monster to already be on the field to be equipped, and its effects (ATK boost, battle damage bounce, and negation follow-up to other ""Penguin"" effects) all enhance or extend the plays initiated by ""Penguin"" monsters, fitting the definition of an extender.","This card requires a ""Penguin"" monster already on the field to be equipped and its primary control effect (negation) only triggers after another ""Penguin"" card's effect has removed an opponent's card. It does not initiate a play but rather extends the value and impact of an existing ""Penguin"" strategy by providing additional disruption after a successful ""Penguin"" effect.",True
69852487,Astraltopia,"If an Xyz Monster(s) is on the field: You can Special Summon this card from your hand. You can send 1 other card from your hand or field to the GY; add 1 ""Xyz"", ""Onomat"", ""Zexal"", or ""Number"" Spell/Trap, from your Deck to your hand. You can only use each effect of ""Astraltopia"" once per turn.",Extender,Extender,"This card requires an Xyz Monster to already be on the field to Special Summon itself, indicating it is used to extend plays after an initial summon or combo has begun. Its subsequent search effect further aids in continuing or expanding existing plays rather than initiating them.","This card can Special Summon itself from the hand only if an Xyz Monster is already on the field, meaning it requires an established board to be activated. It then provides an additional body and a search for a Spell/Trap, allowing for further combo progression or recovery after initial plays have begun.",True
69868556,Dragon Lord Token,"This card can be used as a ""Dragon Lord Token"".


*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",None,None,"The provided text only describes the card's ability to be used as a ""Dragon Lord Token"" and does not detail any actual playable effects that would allow it to function as a Starter, Handtrap, Extender, Board Breaker, or Garnet in the context of Yu-Gi-Oh! duels.","The provided text only states that the card can be used as a ""Dragon Lord Token"". It does not describe any effects that would allow it to be classified as a Starter, Handtrap, Extender, Board Breaker, or Garnet.",True
69954399,Ekibyo Drakmord,"The equipped monster cannot attack. Destroy the equipped monster at the end of its controller's 2nd turn after this card is activated. At that time, this card is returned to the owner's hand.",None,None,"This card's effect is a continuous effect that has no activation condition that fits the defined categories. It simply alters the stats or properties of the equipped monster and has a delayed destruction effect without a clear strategic role as a starter, handtrap, extender, board breaker, or garnet.","This card describes the effect of an Equip Spell card, but does not have an activation condition or strategic role that fits the defined categories. It is a continuous effect that applies to an equipped monster.",True
69982329,Pendulum Shift,"Target 1 card in either player's Pendulum Zone and declare a Pendulum Scale from 1 to 10; this turn, that card becomes that Pendulum Scale.",Handtrap,Extender,"This card's effect is reactive, triggered by an opponent's action (declaring a Pendulum Scale). It disrupts the opponent's play by forcing them to use a specific scale, fitting the definition of a disruptive handtrap.","This card's effect requires a Pendulum Zone to be occupied by a card, meaning it needs a board state to be activated. Its function of changing a Pendulum Scale allows for further Pendulum Summons, thus extending existing plays.",False
70074904,D.D. Assailant,"After damage calculation, when this card is destroyed by battle with an opponent's monster: Banish that monster, also banish this card.",None,None,"This card's effect activates after damage calculation if it's destroyed by battle. It does not initiate a combo, disrupt the opponent from hand, extend plays, break boards, or act as a desirable piece for another card's effect. It's a reactive effect tied to the card being on the field and destroyed.","This card's effect activates only after it has been destroyed by battle. It doesn't initiate plays, disrupt the opponent from the hand, extend combos, break boards, or act as an undesirable piece of an engine. Its effect is a reactive consequence of combat.",True
70155677,Dreaming Nemleria,"[ Pendulum Effect ] 
Once per turn, during your Main Phase: You can place 1 ""Nemleria"" Continuous Spell from your Deck or GY face-up on your field, and if you do, add this card to your Extra Deck face-up. You cannot Special Summon ""Dreaming Nemleria"" the turn you activate this effect.

[ Monster Effect ] 
Cannot be Normal Summoned/Set. Must be Special Summoned (from your face-up Extra Deck) by having no cards in your Extra Deck, except ""Dreaming Nemleria"". You can only Special Summon ""Dreaming Nemleria(s)"" once per turn. If this card is Special Summoned: For every 3 of your face-down banished cards, you can banish up to 1 card from your opponent's field and/or GY, face-down, then shuffle 1 of your face-down banished cards into your Deck for each card you banished by this effect.",Starter,Starter,"This card's Pendulum Effect can be activated during your Main Phase to place a key ""Nemleria"" Continuous Spell from your Deck directly onto the field. This is the primary opening play for its archetype, initiating the entire strategy of setting up its Extra Deck for its monster effect, thus fitting the definition of a Starter.","The card's Pendulum Effect can be activated from the hand with no prior setup. This effect places a key ""Nemleria"" Continuous Spell directly from the Deck or GY onto the field, which is the primary way the archetype begins its core strategy and sets up its resources for the rest of the turn. This makes it an ideal opening card to start your main combo.",True
70231910,Dark Core,"Discard 1 card, then target 1 face-up monster on the field; banish that target.",Board Breaker,Board Breaker,"This card's effect allows the player to banish a face-up monster on the field by discarding a card. This directly addresses and removes an opponent's threat, making it most useful when going second to break an established board.","This card's effect allows the player to remove an opponent's monster from the field by banishing it. While it has a cost (discarding a card), its primary function is to eliminate a threat on the opponent's board, making it most effective when going second.",True
70284332,Tuner's Scheme,Activate only when a Synchro Monster is Special Summoned to your opponent's side of the field. Take control of that Synchro Monster. Remove it from play when it is destroyed. Destroy this card when that monster is removed from the field.,Board Breaker,Board Breaker,"This card is activated in response to the opponent summoning a Synchro Monster, directly targeting and removing a threat from their field, thus acting as a board breaker.","This card is activated in response to the opponent Special Summoning a Synchro Monster and takes control of it, directly disrupting their established board and removing a threat. Its primary function is to dismantle the opponent's plays rather than advance your own.",True
70329348,Fire Formation - Tenken,"Activate only during Main Phase 1. When this card is activated: Target 1 Beast-Warrior-Type monster you control; during this phase, its effects are negated, also it is unaffected by the effects of cards other than this card. (This applies even if this card leaves the field.) All Beast-Warrior-Type monsters you control gain 300 ATK.",None,Starter,"This card is a Trap Card activated during the Main Phase, but it doesn't disrupt the opponent from hand, nor does it start a combo on its own. It offers protection and a small ATK boost, but doesn't fit the core definitions of the other categories.","This card can be activated on its own during the Main Phase 1 to provide a significant boost to Beast-Warrior monsters and protect a key monster, allowing for the commencement of plays and setting up a strong board presence.",False
70369116,Predaplant Verte Anaconda,"2 Effect Monsters
You can target 1 face-up monster on the field; it becomes DARK until the end of this turn. You can pay 2000 LP and send 1 ""Fusion"" or ""Polymerization"" Normal or Quick-Play Spell from your Deck to the GY; this effect becomes that Spell's effect when that card is activated, also, you cannot Special Summon monsters for the rest of this turn. You can only use each effect of ""Predaplant Verte Anaconda"" once per turn.",Extender,Extender,"This card requires other monsters to be on the field (as Link Materials) before it can be summoned, meaning plays have already begun. Its effect then extends your plays by facilitating a powerful Fusion Summon from your Deck, adding significant value and often completing your board after other setup has occurred.","This card requires 2 Effect Monsters as material, meaning it is typically Link Summoned after initial plays have generated monsters. Its primary effect allows access to powerful Fusion Summons from the Deck, thereby continuing or extending a player's established combo or allowing them to achieve a specific powerful end-board after their initial plays.",True
70417076,Performage Wind Drainer,"[ Pendulum Effect ] 
Once per turn: You can target 1 ""Performage"" Pendulum Monster you control, then activate 1 of these effects;
● Reduce its Level by 1.
● Increase this card's Pendulum Scale by that monster's.

[ Monster Effect ] 
If your opponent controls a monster, or a ""Performage"" monster is on the field: You can Special Summon this card from your hand, but while it is face-up in the Monster Zone, you cannot Special Summon, except ""Performage"" monsters. You can only use this effect of ""Performage Wind Drainer"" once per turn. If this card is Special Summoned: You can reduce its Level by 1. Once per turn: You can change the Levels of all Level 4 ""Performage"" monsters you control to Level 5.",Extender,Extender,"This card's primary monster effect allows it to be Special Summoned from the hand if you already control a ""Performage"" monster. This activation condition requires a play to have already started, fitting the definition of an extender that continues your combo by providing an additional body on the field for further plays like Xyz or Synchro Summons.","This card's primary monster effect allows it to be Special Summoned from the hand if you already control a ""Performage"" monster or if your opponent controls any monster. This condition means it requires a pre-existing board state to be activated, serving to extend your plays by providing an additional body for Xyz or Link Summons, rather than starting them.",True
70422863,Hexatellarknight,"Each ""tellarknight"" Xyz Monster gains 200 ATK and DEF for each Xyz Material attached to it. When a ""tellarknight"" Xyz Monster you control is targeted for an attack: You can send 1 ""tellarknight"" card from your hand to the Graveyard; negate that attack.",None,None,"This card provides an ongoing ATK/DEF boost to ""tellarknight"" Xyz Monsters and a defensive effect that requires a ""tellarknight"" card in hand to activate. It does not initiate plays on its own, disrupt the opponent from the hand, extend combos, break boards, or function as a desirable brick for another card's effect.","This card is an effect-granting Xyz Monster that does not have an activation condition to start a play, disrupt the opponent, extend a combo, break a board, or serve as a necessary but undesirable draw. Its effects are passive buffs and a reactive-defense that doesn't fit the defined categories.",True
70485614,Decisive Battle of Golgonda,"This card's name becomes ""Great Sand Sea - Gold Golgonda"" while on the field or in the GY. Once per turn, if a card(s) you control would be destroyed by battle or card effect, you can send 1 Fusion Monster that mentions ""Fallen of Albaz"" as material from your Extra Deck to the GY, instead. During the End Phase, if you have ""Fallen of Albaz"" on your field or in your GY: You can Special Summon 1 ""Springans"" monster from your hand or Deck. You can only use this effect of ""Decisive Battle of Golgonda"" once per turn.",Extender,Extender,"The card's primary Special Summon effect is an End Phase activation that requires ""Fallen of Albaz"" to be present on the field or in the GY, indicating that a play must have already begun. Its other effect provides destruction protection, helping to maintain an established board. Both effects serve to continue or extend the value and presence of your resources after an initial setup, aligning with the role of an Extender.","The card's effect to prevent destruction directly helps ""push through interruptions"" by protecting your board, which requires an established presence. The End Phase Special Summon also requires ""Fallen of Albaz"" to already be on the field or in the GY, providing additional value after plays have begun, aligning with the role of an extender.",True
70491413,Surprise Chain,"Activate only as Chain Link 2 or higher; apply the following effects, depending on the Chain Link number of this card, in sequence (skip over any that do not apply). You cannot activate this card if multiple cards/effects with the same name are in that Chain.
● 2+: Excavate the top cards of your Deck, equal to the Chain Link number of this card, then place them on the top of your Deck in any order.
● 3+: Send the top card of your Deck to the GY.
● 4+: Draw 1 card.
You can only activate 1 ""Surprise Chain"" per turn.",Extender,Extender,"This card can only be activated as Chain Link 2 or higher, meaning it cannot initiate a play and requires another card or effect to have already started a chain. Its effects (deck excavation, milling, and drawing) are used to further your own game state or gain card advantage, effectively extending or progressing your plays by leveraging an existing chain.","This card can only be activated as Chain Link 2 or higher, meaning it cannot initiate a play. Its effects (deck stacking, milling, and drawing) provide additional resources or set up future plays, allowing for further combo progression or value generation after a primary action has begun.",True
70508653,Tool Box,"If you control a monster: You can reveal 2 Equip Spells from your Deck with different names, your opponent randomly picks 1 for you to add to your hand, also place the remaining card on the bottom of your Deck. You can only use this effect of ""Tool Box"" once per turn.",Extender,Extender,"The card's effect requires a monster to already be on the field, meaning it cannot initiate a combo from an empty board. It serves to continue or extend plays by searching for an Equip Spell after some initial action has been taken, fitting the definition of an Extender.","The card's activation condition (""If you control a monster"") means it cannot be the very first play of a turn. It requires a monster to already be on the field, fitting the definition of an Extender that continues or extends plays after something has already started, by searching for specific resources (Equip Spells).",True
